FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID,LONG,LAT
540,FRESNO MSA LIMITED PARTNERSHIP,KNKA405,39,"35,26,22",N,"119,41,23",W,19620 Highway 33,Mckittrick,KERN,CA,N, , ,45.700000000000003,46.200000000000003,MAST,12270,-119.689712492000000,35.439504952299998
541,FRESNO MSA LIMITED PARTNERSHIP,KNKA405,40,"35,39,31",N,"119,4,52",W,34901 Sherwood Rd,Bakersfield,KERN,CA,N, , ,44.200000000000003,44.200000000000003,MAST,12270,-119.081112412000000,35.658605012899997
542,FRESNO MSA LIMITED PARTNERSHIP,KNKA405,41,"35,36,26",N,"119,4,55",W,34748 Famoso Rd,Bakersfield,KERN,CA,N, , ,45.700000000000003,45.700000000000003,MAST,12270,-119.081912407000000,35.607205007399997
543,FRESNO MSA LIMITED PARTNERSHIP,KNKA405,36,"34,56,19",N,"117,41,29",W,8742 Building,Edwards,KERN,CA,N, , ,42.700000000000003,42.700000000000003,MAST,12270,-117.691412111000010,34.938605020200001
544,FRESNO MSA LIMITED PARTNERSHIP,KNKA405,42,"35,38,39",N,"119,53,10",W,(Paramount Farms site)13898 Highway 33,Lost Hills,KERN,CA,N, , ,45.700000000000003,46.299999999999997,MAST,12270,-119.886112543000000,35.644204961299998
545,FRESNO MSA LIMITED PARTNERSHIP,KNKA405,37,"35,15,10",N,"118,54,36",W,8419 DiGiorgio Rd,Lamont,KERN,CA,Y, , ,30.500000000000000,30.500000000000000,POLE,12270,-118.910012346000000,35.252804980900002
546,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,1,"38,8,43",N,"121,18,57",W,West Turner Road,Lodi,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.315813037000000,38.145305098599998
547,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,2,"37,41,11",N,"121,21,44",W,29495 S. BIRD ROAD,TRACY,SAN JOAQUIN,CA,N, , ,48.799999999999997,0.000000000000000, ,12279,-121.362212991000010,37.686405055100003
548,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,3,"37,47,25",N,"121,27,17",W,LAMMERS ROAD  500 FEET WEST OF CORRAL HOLLOW,N. TRACY,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.454713017000000,37.790305058100003
549,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,4,"38,7,5",N,"121,5,46",W,18001 E. KETTLEMAN LANE,CLEMENTS,SAN JOAQUIN,CA,N, , ,45.700000000000003,50.899999999999999,TOWER,12279,-121.096112998000000,38.118105112800002
550,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,5,"38,7,28",N,"121,29,23",W,HIGHWAY 12 @ S. MOKELUMNE RIVER,TERMINOUS,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.489713061000000,38.124405084099998
551,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,6,"37,56,26",N,"120,59,27",W,26250 E GROVES ROAD,FARMINGTON,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-120.990812961000000,37.940605104600003
552,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,7,"38,3,5",N,"121,18,50",W,0.5 Mile S of Eight Mile Road on Lower Sacramento Road,Stockton,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.313913025000010,38.051405090499998
553,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,8,"37,51,28",N,"121,13,31",W,3668 E French Camp Road,Manteca,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.225312989000000,37.857805080100000
554,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,9,"38,1,51",N,"121,13,37",W,INTERSECTION OF FOPPIANO LANE AND ASHLEY LANE,STOCKTON,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.226913009000000,38.030805095100000
555,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,10,"37,57,35",N,"121,12,15",W,INTERSECTION OF GILLIS ROAD AND MAIN STREET,STOCKTON,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.204212997000000,37.959705090500002
556,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,11,"37,54,53",N,"121,17,14",W,3202 Mourfield Avenue,Stockton,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.287213005000000,37.914705080499999
557,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,13,"37,46,18",N,"121,8,35",W,20741 S. Jack Tone Road,MANTECA,SAN JOAQUIN,CA,N, , ,51.799999999999997,51.799999999999997,POLE,12279,-121.143112966000000,37.771705078799997
558,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,14,"38,0,28",N,"121,19,21",W,6471 Pacific Avenue,Stockton,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.322513021000010,38.007805086499999
559,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,15,"37,47,31",N,"120,58,41",W,27052 EAST HIGHWAY 120,ESCALON,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-120.978112942000000,37.791905091899999
560,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,16,"37,47,16",N,"121,17,18",W,1250 EAST MADRUGA ROAD,LATHROP,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.288312991000000,37.787805069299999
561,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,17,"38,14,56",N,"121,26,16",W,9899 West Barber Road,Thornton,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.437813068000000,38.248905099300003
562,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,18,"38,14,53",N,"121,16,27",W,28499 Nichols Road,Galt,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.274213042000000,38.248105111199997
563,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,19,"37,57,11",N,"121,17,6",W,343 East Main Street Cort Tower,Stockton,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.285013009000000,37.953105084100002
564,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,20,"37,56,21",N,"121,29,16",W,2.4 MILES EAST OF,MIDDLE RIVER,SAN JOAQUIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12279,-121.487813039000000,37.939205068600003
565,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,22,"37,59,46",N,"121,15,59",W,3975 North Wilson Way,Stockton,SAN JOAQUIN,CA,Y, , ,30.500000000000000,31.699999999999999,TOWER,12279,-121.266413011000000,37.996105089099999
566,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,23,"37,53,1",N,"121,27,24",W,14210 W St Rte 4,Stockton,SAN JOAQUIN,CA,Y, , ,38.100000000000001,38.299999999999997,TOWER,12279,-121.456713028000000,37.883605065700003
567,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,24,"38,12,48",N,"121,4,3",W,"24550 North St, Hwy 88",Clements,SAN JOAQUIN,CA,N, , ,31.699999999999999,36.299999999999997,POLE,12279,-121.067513005000000,38.213305122900003
568,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA378,25,"37,45,48",N,"121,27,30",W,12352 W. Larch Rd,Tracy,SAN JOAQUIN,CA,N, , ,29.199999999999999,29.199999999999999,UPOLE,12279,-121.458313015000000,37.763305055200000
569,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,1,"38,17,38",N,"122,19,8",W,THOMPSON AVENUE,NAPA,NAPA,CA,N, , ,16.800000000000001,16.800000000000001,POLE,12282,-122.318913210000010,38.293905037499997
570,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,2,"38,19,43",N,"121,59,49",W,3900 LAGOON VALLEY ROAD,VACAVILLE,SOLANO,CA,N, ,1016791,18.199999999999999,21.000000000000000,TOWER,12282,-121.996913164000010,38.328605064100003
571,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,3,"38,7,52",N,"122,14,13",W,300 HOSPITAL DRIVE,VALLEJO,SOLANO,CA,N, , ,25.300000000000001,25.300000000000001,BANT,12282,-122.236913177999990,38.131105029899999
572,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,4,"38,39,22",N,"122,36,57",W,"South Mt St. Helena, End of Mt. St. Helena Road     (St. Helena South",CALISTOGA,NAPA,CA,N, ,1055733,24.399999999999999,27.399999999999999,POLE,12282,-122.615813299000000,38.656105044999997
573,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,5,"38,11,8",N,"122,15,46",W,100 Napa Junction Road,American Canyon,NAPA,CA,N, , ,0.000000000000000,0.000000000000000, ,12282,-122.262813189000000,38.185605032500000
574,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,6,"38,24,54",N,"122,7,6",W,7297 BLUE RIDGE ROAD,VACAVILLE,SOLANO,CA,N, ,1000998,48.700000000000003,48.700000000000003,TOWER,12282,-122.118313193000010,38.415005062600002
575,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,7,"38,9,34",N,"121,42,21",W,Rio Vista 10 AMADOR CIRCLE,RIO VISTA,SOLANO,CA,N, ,1016236,30.800000000000001,39.000000000000000,TOWER,12282,-121.705813099000000,38.159405071700000
576,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,9,"38,35,6",N,"122,16,31",W,OFF HIGHWAY 128 & KNOXVILLE ROAD NEAR RANCHO MONTICELLO,LAKE BERRYESSA,NAPA,CA,N, , ,0.000000000000000,0.000000000000000, ,12282,-122.275313239000000,38.585005064599997
577,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,10,"38,1,47",N,"122,0,8",W,1.2 MILES NORTH OF INTERSECTION OF HIGHWAY 4 & WILLOW PASS ROAD,CONCORD,CONTRA COSTA,CA,N, ,1051047,56.700000000000003,56.700000000000003,TOWER,12282,-122.002213130000000,38.029705038899998
578,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,13,"38,25,34",N,"121,50,30",W,7450 Pitt School Road,Dixon,SOLANO,CA,N, , ,0.000000000000000,0.000000000000000, ,12282,-121.841713152000000,38.426105083899998
579,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,16,"38,11,45",N,"122,10,24",W,3385 LYNCH ROAD,CORDELIA,SOLANO,CA,N, , ,30.000000000000000,0.000000000000000, ,12282,-122.173313175000000,38.195805040000003
580,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,17,"38,11,20",N,"121,48,54",W,NORTHWEST OF THE INTERSECTION OF HIGHWAYS 12 & 113.,RIO VISTA,SOLANO,CA,N, , ,46.000000000000000,47.200000000000003,MAST,12282,-121.815013119000000,38.188905066300002
581,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,20,"38,4,59",N,"122,11,33",W,1230 COLUMBUS PARKWAY,VALLEJO,SOLANO,CA,N, , ,24.399999999999999,25.000000000000000,POLE,12282,-122.192513164999990,38.083105029099997
582,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,23,"38,15,23",N,"122,3,55",W,1350 Holiday Lane,Fairfield,SOLANO,CA,Y, , ,19.800000000000001,19.800000000000001,POLE,12282,-122.065313166000000,38.256405053199998
583,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,24,"38,28,1",N,"121,50,2",W,Dixon 6438 Silveyville Road,Dixon,SOLANO,CA,N, , ,19.199999999999999,21.300000000000001,TOWER,12282,-121.833913155999990,38.466905088399997
584,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA381,25,"38,28,1",N,"121,55,55",W,(Allendale site) 5144 Sweeny Rd,Winters,SOLANO,CA,N, , ,36.799999999999997,39.600000000000001,UPOLE,12282,-121.931913171000010,38.466905080600000
585,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,1,"38,40,57",N,"123,24,54",W,33012 TIMBER RIDGE ROAD,SEA RANCH,SONOMA,CA,N, , ,51.799999999999997,55.500000000000000,MAST,12292,-123.415013421000000,38.682504986100000
586,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,2,"38,43,59",N,"123,17,23",W,25555 KELLY ROAD,Annapolis,SONOMA,CA,N, ,1019377,68.599999999999994,74.900000000000006,TOWER,12292,-123.289713410000000,38.733104999500000
587,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,4,"38,13,10",N,"122,36,57",W,NW 1/4 of the SE 1/4 of Section 3,PETALUMA,SONOMA,CA,N, ,1241809,26.500000000000000,29.199999999999999,TOWER,12292,-122.615813246000000,38.219405009399999
588,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,7,"38,46,27",N,"122,56,49",W,25976 RIVER RD,ASTI,SONOMA,CA,N, , ,17.100000000000001,17.899999999999999,POLE,12292,-122.946913362999990,38.774205029199997
589,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,8,"38,13,55",N,"122,29,50",W,4499 STAGE GULCH ROAD,SONOMA,SONOMA,CA,N, , ,12.199999999999999,12.800000000000001,POLE,12292,-122.497213229000000,38.232005019100001
590,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,9,"38,34,39",N,"123,9,36",W,26500 KINGS RIDGE ROAD,CAZADERO,SONOMA,CA,N, , ,0.000000000000000,0.000000000000000, ,12292,-123.160013371000010,38.577504997100000
591,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,11,"38,22,22",N,"122,27,47",W,4425 Cavedale Road,Glen Ellen,SONOMA,CA,N, , ,58.500000000000000,58.500000000000000,POLE,12292,-122.463113241000000,38.372805033200002
592,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,13,"38,14,57",N,"122,22,37",W,5105 HIGHWAY 121,SONOMA,SONOMA,CA,N, , ,4.900000000000000,4.900000000000000,POLE,12292,-122.376913212999990,38.249205029700001
593,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,18,"38,20,31",N,"123,1,16",W,2885 BAYHILL ROAD,BODEGA BAY,SONOMA,CA,N, , ,33.500000000000000,36.600000000000001,TOWER,12292,-123.021113321000000,38.341904988600000
594,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,20,"38,39,22",N,"122,36,57",W,"South Mt St. Helena, End of Mt. St. Helena Road     (St. Helena South",CALISTOGA,NAPA,CA,N, ,1055733,24.399999999999999,27.399999999999999,POLE,12292,-122.615813299000000,38.656105044999997
595,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA449,21,"38,23,1",N,"123,4,6",W,Carmet Site 5827 Sierra Grande Drive,Bodega Bay,SONOMA,CA,Y, , ,12.199999999999999,12.199999999999999,POLE,12292,-123.068313334000000,38.383604988499997
596,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,2,"36,50,59",N,"121,38,12",W,55 Dumbarton Road,Watsonville,MONTEREY,CA,N, , ,10.600000000000000,12.800000000000001,MAST,12294,-121.636712942000000,36.849704961299999
597,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,3,"36,33,9",N,"121,47,21",W,(Seaside site)BOOTS RD W OF SADDLE RD,MONTEREY,MONTEREY,CA,N, ,1049885,60.899999999999999,65.799999999999997,TOWER,12294,-121.789212934999990,36.552504923900003
598,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,4,"36,22,59",N,"121,25,43",W,SOLEDAD PEAK,SOLEDAD,MONTEREY,CA,N, ,1018750,18.600000000000001,21.300000000000001,POLE,12294,-121.428612861000000,36.383104932999998
599,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,6,"36,30,26",N,"121,54,33",W,29053 Riley Ranch Rd.,CARMEL,MONTEREY,CA,N, , ,4.300000000000000,6.100000000000000,B,12294,-121.909212948000000,36.507204912200002
600,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,8,"35,57,6",N,"121,0,3",W,LOCATED APPROX. 7 MI SW OF HWY. 101 @ WILLIAMS HILL IN PADRES NATIONAL,SAN ARDO,MONTEREY,CA,N, , ,30.399999999999999,34.799999999999997,MAST,12294,-121.000812751000000,35.951704920499999
601,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,9,"35,55,33",N,"120,22,28",W,TABLE MOUNTAIN IN LOS PADRES NATIONAL FOREST 30 MILES EAST OF,SAN ARDO,MONTEREY,CA,N, , ,26.500000000000000,27.399999999999999,TOWER,12294,-120.374412649000010,35.925804958199997
602,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,10,"36,11,1",N,"120,45,8",W,LOCATED APPROX. 14 MILES NE OF,SAN ARDO,MONTEREY,CA,N, , ,12.199999999999999,12.199999999999999,MAST,12294,-120.752212735000000,36.183604958600000
603,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,11,"36,48,48",N,"121,40,45",W,16789 Avery Road,Salinas,MONTEREY,CA,N, , ,42.600000000000001,42.600000000000001,MAST,12294,-121.679212944000000,36.813304955200003
604,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,13,"36,26,38",N,"121,41,48",W,APPROX. 2000 NW OF SAN CLEMENTE DAM,CARMEL VALLEY,MONTEREY,CA,N, , ,12.500000000000000,12.500000000000000,POLE,12294,-121.696712909000000,36.443904920599998
605,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,14,"36,13,43",N,"121,46,5",W,(Big Sur site)ON HIGHWAY 1,BIG SUR,MONTEREY,CA,N, , ,11.300000000000001,11.300000000000001,POLE,12294,-121.768112898000000,36.228604895899998
606,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,20,"36,46,58",N,"121,41,57",W,16130 HIGHWAY 156 WEST (SESAK PROPERTY),CASTROVILLE,MONTEREY,CA,N, , ,10.000000000000000,10.000000000000000,POLE,12294,-121.699212944000000,36.782804950799999
607,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA390,29,"36,3,31",N,"121,16,24",W,(Site Alpha site) 1Site Alpha,Jolon,MONTEREY,CA,N, , ,24.699999999999999,24.699999999999999,TOWER,12294,-121.273312804000000,36.058604912900002
608,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,3,"37,47,28",N,"120,49,20",W,1.5 MILES NORTH OF OAKDALE,OAKDALE,STANISLAUS,CA,N, , ,24.399999999999999,39.600000000000001,TOWER,12298,-120.822212917000000,37.791105103500001
609,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,4,"37,38,28",N,"120,37,40",W,CAL HIGHWAY 132 6 MILES EAST OF,WATERFORD,STANISLAUS,CA,N, , ,36.600000000000001,41.200000000000003,TOWER,12298,-120.627812869000000,37.641105103400001
610,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,7,"37,42,33",N,"121,4,34",W,BLUE DIAMOND ALMONDS 4800 SISK ROAD,MODESTO,STANISLAUS,CA,N, , ,0.000000000000000,0.000000000000000, ,12298,-121.076112948000000,37.709205077400000
611,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,8,"37,18,51",N,"121,6,47",W,ON INTERSTATE 5 4 MILES WEST OF,NEWMAN,STANISLAUS,CA,N, , ,9.100000000000000,10.400000000000000,TOWER,12298,-121.113112910000000,37.314205039800001
612,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,12,"37,43,6",N,"120,59,45",W,5412 McHenry Avenue,Modesto,STANISLAUS,CA,N, , ,36.600000000000001,37.200000000000003,TOWER,12298,-120.995812935999990,37.718305084199997
613,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,13,"37,35,23",N,"121,12,58",W,RIVER ROAD SOUTH OF OAKLEA ROAD,GRAYSON,STANISLAUS,CA,N, , ,31.699999999999999,31.699999999999999,TOWER,12298,-121.216112957000010,37.589705056699998
614,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,15,"37,31,46",N,"120,49,1",W,2707 East Zerring Road,Denair,STANISLAUS,CA,N, , ,37.799999999999997,42.700000000000003,TOWER,12298,-120.816912887000000,37.529405079900002
615,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,16,"37,48,52",N,"120,40,36",W,17268 FRYMIRE ROAD,KNIGHTS FERRY,STANISLAUS,CA,N, , ,16.500000000000000,21.300000000000001,TOWER,12298,-120.676712896000000,37.814505115599999
616,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,17,"37,23,39",N,"121,15,37",W,DIABLO GRANDE DEVELOPMENT,STANISLAUS,STANISLAUS,CA,N, , ,19.500000000000000,19.800000000000001,TOWER,12298,-121.260312942000000,37.394205036300001
617,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,18,"37,23,39",N,"121,15,37",W,DIABLO GRANDE DEVELOPMENT,STANISLAUS,STANISLAUS,CA,N, , ,50.899999999999999,0.000000000000000, ,12298,-121.260312942000000,37.394205036300001
618,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,20,"37,56,44",N,"120,50,35",W,2113 Milton Road,Eugene,STANISLAUS,CA,N, ,1258308,36.600000000000001,39.000000000000000,TOWER,12298,-120.843112938999990,37.945605115900001
619,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,19,"37,42,33",N,"121,4,31",W,5889 Nutcracker LN,Salida,STANISLAUS,CA,N, , ,33.500000000000000,34.799999999999997,POLE,12298,-121.075312948000000,37.709205077400000
620,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKA397,21,"37,0,28",N,"121,17,15",W,10164 Pacheco Pass Hwy.,Gilroy,SANTA CLARA,CA,N, , ,25.600000000000001,25.600000000000001,MAST,12298,-121.287512904000000,37.007804999699999
621,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,1,"36,15,31",N,"119,23,8",W,25869 RD 84,TULARE,TULARE,CA,N, ,1017909,86.799999999999997,88.700000000000003,TOWER,12304,-119.385612520000000,36.258605055300002
622,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,4,"36,4,40",N,"118,58,48",W,Morton & Conner,PORTERVILLE,TULARE,CA,N, , ,48.200000000000003,48.200000000000003,MAST,12304,-118.980012435000010,36.077805062600000
623,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,5,"36,32,4",N,"119,34,17",W,12279 E CARRUTHERS,KINGSBURG,FRESNO,CA,N, ,1017962,86.799999999999997,88.700000000000003,TOWER,12304,-119.571412579000000,36.534405070299997
624,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,8,"35,52,25",N,"119,16,22",W,1133 VALENTE RD,EARLIMART,TULARE,CA,N, , ,42.600000000000001,47.200000000000003,TOWER,12304,-119.272812464000000,35.873605023200000
625,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,10,"36,25,43",N,"119,28,23",W,4445 352 AVE,TRAVER,TULARE,CA,N, , ,46.000000000000000,50.799999999999997,POLE,12304,-119.473112551000000,36.428605066499998
626,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,11,"36,9,33",N,"119,36,4",W,21521 CENTRAL VALLEY HIGHWAY,Corcoran,KINGS,CA,N, ,1025055,56.399999999999999,60.299999999999997,TOWER,12304,-119.601112546000000,36.159205030700001
627,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,12,"36,0,7",N,"119,17,59",W,118 RD 122,PIXLEY,TULARE,CA,N, , ,46.600000000000001,50.600000000000001,TOWER,12304,-119.299712481000000,36.002005034500002
628,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,13,"35,56,12",N,"119,3,29",W,Hwy 65 Site (aka Terre Bella) 25 MILE EAST OF HIGHWAY 65,TERRE BELLA,TULARE,CA,N, , ,56.399999999999999,60.000000000000000,MAST,12304,-119.058112433999990,35.936705043499998
629,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,14,"36,36,11",N,"119,27,23",W,675 WEST MANNING AVE,Reedley,FRESNO,CA,N, ,1058272,74.700000000000003,81.099999999999994,TOWER,12304,-119.456412567000000,36.603105084500001
630,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,23,"36,44,46",N,"119,16,47",W,TOP OF BEAR MOUNTAIN HWY 180 & 63,SANGER,FRESNO,CA,N, , ,48.799999999999997,52.000000000000000,TOWER,12304,-119.279712552000010,36.746105111100000
631,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,29,"36,24,0",N,"118,59,43",W,34455 Sierra Drive,Lemon Cove,TULARE,CA,N, , ,30.500000000000000,30.500000000000000,TOWER,12304,-118.995312470000000,36.400005094800001
632,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,28,"35,45,11",N,"119,18,46",W,13011 BENNER ROAD,DELANO,KERN,CA,N, ,1017964,85.299999999999997,88.400000000000006,TOWER,12304,-119.312812459000000,35.753105008600002
633,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,27,"36,24,35",N,"119,6,11",W,361 South Acadia Street,Woodlake,TULARE,CA,N, ,1208400,39.899999999999999,41.500000000000000,TOWER,12304,-119.103112487999990,36.409705088999999
634,FRESNO MSA LIMITED PARTNERSHIP,KNKA401,30,"36,43,30",N,"118,56,35",W,Kings Canyon National Park,Wilsonia,TULARE,CA,N, , ,24.399999999999999,24.399999999999999,MAST,12304,-118.943112494000000,36.725005130900001
635,RENO  CELLULAR TELEPHONE COMPANY,KNKA516,8,"41,38,13",N,"120,5,30",W,WILLOW RANCH 6.5 MILES E OF LAKE CITY,LAKE CITY,MODOC,CA,N, , ,1504.200000000000000,0.000000000000000, ,12342,-120.091713309000000,41.636905491500002
636,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,1,"37,15,15",N,"120,24,24",W,.3 MILES SOUTH OF McHENRY & .8 MILES EAST OF ROUTE 99,MERCED,MERCED,CA,N, , ,88.000000000000000,0.000000000000000, ,12449,-120.406712790000000,37.254205083300000
637,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,2,"36,57,14",N,"120,49,18",W,0.9 MILES EAST OF CA HWY 165 & 200' SOUTH OF COTTON GIN,LOS BANOS,MERCED,CA,N, , ,0.000000000000000,0.000000000000000, ,12449,-120.821712825000010,36.953905026699999
638,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,3,"37,4,38",N,"120,12,37",W,NW CORNER OF 18 1/2 & 22 1/2,CHOWHILLA,MADERA,CA,N, ,1017046,56.299999999999997,59.399999999999999,TOWER,12449,-120.210312740000010,37.077205080100001
639,CALIFORNIA RSA NO. 4 LIMITED PARTNERSHIP,KNKN346,4,"36,57,22",N,"120,2,3",W,14269 RD 28,MADERA,MADERA,CA,N, ,1017045,55.399999999999999,55.399999999999999,TOWER,12449,-120.034212698000000,36.956105080800000
